iter	Passed	Remaining
341	220138	423541
342	220753	422843
343	221375	422158
344	221991	421462
345	222611	420773
346	223238	420099
347	223882	419457
348	224503	418773
349	225122	418084
350	225755	417422
351	226389	416762
352	227007	416072
353	227623	415380
354	228245	414699
355	228861	414008
356	229480	413321
357	230110	412655
358	230727	411966
359	231340	411271
360	231955	410580
361	232582	409909
362	233197	409220
363	233817	408538
364	234439	407860
365	235056	407174
366	235670	406484
367	236299	405818
368	236912	405126
369	237531	404446
370	238141	403749
371	238759	403067
372	239376	402384
373	239991	401697
374	240615	401025
375	241223	400328
376	241843	399651
377	242460	398969
378	243077	398288
379	243687	397595
380	244297	396903
381	244919	396231
382	245533	395546
383	246155	394874
384	246812	394258
385	247461	393629
386	248167	393092
387	248854	392522
388	249506	391898
389	250178	391305
390	250818	390660
391	251443	389994
392	252055	389306
393	252658	388606
394	253274	387926
395	253905	387270
396	254522	386592
397	255136	385910
398	255752	385231
399	256359	384539
400	256969	383852
401	257589	383180
402	258190	382481
403	258797	381790
404	259415	381116
405	260029	380437
406	260634	379744
407	261235	379046
408	261846	378364
409	262449	377670
410	263081	377019
411	263723	376382
412	264353	375728
413	264984	375074
414	265598	374397
415	266216	373726
416	266828	373048
417	267440	372368
418	268055	371694
419	268664	371012
420	269277	370336
421	269882	369649
422	270498	368977
423	271109	368299
424	271715	367614
425	272335	366949
426	272954	366282
427	273563	365603
428	274173	364925
429	274790	364256
430	275396	363574
431	276004	362894
432	276606	362207
433	277218	361533
434	277831	360861
435	278434	360177
436	279050	359509
437	279663	358837
438	280271	358160
439	280886	357492
440	281501	356824
441	282107	356145
442	282741	355500
443	283352	354828
444	283957	354148
445	284561	353468
446	285179	352806
447	285816	352167
448	286427	351496
449	287080	350876
450	287716	350235
451	288340	349581
452	289040	349018
453	289731	348444
454	290375	347812
455	291016	347177
456	291657	346542
457	292307	345918
458	292950	345285
459	293566	344621
460	294179	343954
461	294791	343285
462	295412	342627
463	296068	342010
464	296714	341381
465	297347	340737
466	298007	340124
467	298668	339512
468	299302	338869
469	299976	338271
470	300677	337703
471	301299	337046
472	301936	336407
473	302619	335817
474	303266	335189
475	303956	334608
476	304615	333991
477	305246	333344
478	305867	332686
479	306483	332023
480	307123	331386
481	307775	330763
482	308408	330118
483	309117	329554
484	309753	328913
485	310395	328278
486	311104	327713
487	311739	327070
488	312367	326420
489	313002	325777
490	313615	325112
491	314243	324462
492	314870	323812
493	315484	323148
494	316114	322500
495	316761	321870
496	317381	321213
497	318001	320555
498	318621	319898
499	319278	319278
500	319906	318629
501	320517	317963
502	321126	317296
503	321738	316631
504	322341	315958
505	322946	315288
506	323562	314628
507	324177	313966
508	324788	313302
509	325393	312632
510	326003	311967
511	326614	311304
512	327221	310636
513	327833	309975
514	328443	309311
515	329054	308648
516	329673	307992
517	330288	307334
518	330893	306666
519	331501	306000
520	332105	305333
521	332720	304675
522	333337	304019
523	333959	303367
524	334580	302715
525	335190	302053
526	335795	301387
527	336412	300732
528	337030	300078
529	337652	299427
530	338262	298766
531	338872	298106
532	339482	297445
533	340146	296832
534	340785	296196
535	341438	295573
536	342077	294938
537	342701	294290
538	343382	293691
539	344022	293055
540	344683	292439
541	345356	291832
542	346014	291213
543	346655	290579
544	347276	289928
545	347926	289301
546	348582	288680
547	349211	288036
548	349848	287398
549	350523	286791
550	351156	286151
551	351785	285507
552	352401	284852
553	353005	284188
554	353651	283558
555	354278	282913
556	354897	282261
557	355545	281632
558	356191	281002
559	356816	280355
560	357443	279710
561	358062	279059
562	358762	278471
563	359450	277872
564	360079	277229
565	360714	276590
566	361335	275940
567	361957	275291
568	362591	274651
569	363226	274013
570	363839	273357
571	364470	272715
572	365154	272113
573	365852	271521
574	366562	270937
575	367173	270280
576	367785	269624
577	368398	268969
578	369106	268382
579	369841	267816
580	370537	267220
581	371237	266627
582	371879	265992
583	372557	265383
584	373236	264774
585	373843	264114
586	374452	263456
587	375070	262804
588	375732	262183
589	376804	261846
590	377620	261331
591	378475	260841
592	379251	260295
593	379949	259696
594	380664	259107
595	381361	258506
596	382012	257874
597	382718	257278
598	383403	256668
599	384065	256043
600	384774	255449
601	385478	254851
602	386215	254274
603	386867	253641
604	387491	252990
605	388157	252366
606	388873	251775
607	389551	251158
608	390205	250525
609	390814	249864
610	391507	249257
611	392164	248627
612	392823	247997
613	393436	247339
614	394081	246701
615	394706	246050
616	395315	245390
617	395931	244734
618	396557	244084
619	397171	243427
620	397777	242765
621	398387	242106
622	399007	241454
623	399612	240792
624	400218	240130
625	400833	239475
626	401453	238823
627	402067	238167
628	402677	237509
629	403292	236854
630	403904	236197
631	404515	235540
632	405127	234884
633	405751	234235
634	406367	233581
635	406979	232925
636	407594	232271
637	408196	231610
638	408816	230959
639	409426	230302
640	410047	229652
641	410653	228993
642	411265	228338
643	411884	227687
644	412494	227032
645	413098	226373
646	413711	225718
647	414324	225065
648	414936	224410
649	415567	223766
650	416179	223112
651	416788	222457
652	417393	221800
653	418019	221154
654	418630	220500
655	419243	219847
656	419871	219202
657	420483	218549
658	421095	217896
659	421707	217243
660	422318	216589
661	422929	215936
662	423532	215279
663	424143	214626
664	424751	213972
665	425354	213315
666	425963	212662
667	426577	212011
668	427184	211357
669	427797	210706
670	428425	210062
671	429043	209413
672	429729	208798
673	430366	208159
674	430998	207517
675	431606	206864
676	432226	206217
677	432848	205571
678	433461	204920
679	434068	204267
680	434679	203616
681	435293	202966
682	435910	202318
683	436530	201672
684	437150	201025
685	437781	200383
686	438403	199738
687	439047	199102
688	439700	198471
689	440321	197825
690	440942	197179
691	441586	196544
692	442208	195898
693	442815	195246
694	443431	194599
695	444038	193948
696	444655	193300
697	445272	192653
698	445892	192008
699	446549	191378
700	447172	190734
701	447828	190103
702	448464	189465
703	449087	188820
704	449713	188178
705	450345	187537
706	450972	186895
707	451599	186252
708	452245	185618
709	452882	184980
710	453497	184332
711	454126	183691
712	454732	183040
713	455356	182397
714	455985	181756
715	456604	181111
716	457247	180475
717	457870	179832
718	458497	179190
719	459108	178542
720	459800	177925
721	460420	177281
722	461026	176631
723	461704	176008
724	462319	175362
725	462987	174736
726	463653	174109
727	464272	173464
728	464889	172818
729	465510	172175
730	466144	171536
731	466763	170891
732	467380	170246
733	468025	169611
734	468635	168963
735	469251	168318
736	469866	167672
737	470477	167025
738	471091	166380
739	471696	165731
740	472304	165083
741	472915	164436
742	473530	163791
743	474149	163148
744	474769	162505
745	475386	161860
746	476012	161219
747	476645	160581
748	477261	159936
749	477876	159292
750	478499	158650
751	479117	158006
752	479733	157362
753	480349	156718
754	480965	156074
755	481583	155431
756	482211	154791
757	482831	154149
758	483447	153505
759	484073	152865
760	484702	152225
761	485316	151581
762	485927	150936
763	486549	150295
764	487182	149657
765	487810	149017
766	488429	148375
767	489041	147731
768	489651	147086
769	490294	146451
770	490911	145808
771	491520	145164
772	492130	144519
773	492758	143880
774	493371	143236
775	494006	142599
776	494627	141958
777	495246	141317
778	495871	140677
779	496483	140033
780	497098	139391
781	497715	138749
782	498328	138106
783	498940	137463
784	499551	136819
785	500158	136175
786	500765	135531
787	501396	134893
788	502016	134252
789	502631	133610
790	503256	132971
791	503868	132328
792	504471	131684
793	505094	131044
794	505728	130407
795	506351	129768
796	506963	129126
797	507577	128484
798	508183	127840
799	508793	127198
800	509401	126555
801	510015	125914
802	510626	125272
803	511231	124628
804	511858	123990
805	512466	123348
806	513075	122705
807	513693	122065
808	514325	121429
809	514935	120787
810	515547	120146
811	516209	119516
812	516816	118874
813	517430	118233
814	518041	117592
815	518660	116952
816	519272	116311
817	519880	115670
818	520491	115029
819	521117	114391
820	521733	113751
821	522342	113110
822	522967	112472
823	523573	111831
824	524185	111190
825	524816	110554
826	525435	109915
827	526043	109274
828	526674	108638
829	527287	107998
830	527893	107357
831	528511	106718
832	529128	106079
833	529743	105440
834	530360	104801
835	530983	104164
836	531590	103523
837	532206	102884
838	532817	102245
839	533432	101606
840	534042	100966
841	534650	100326
842	535263	99687
843	535878	99048
844	536499	98411
845	537121	97773
846	537735	97135
847	538349	96496
848	538961	95857
849	539580	95220
850	540197	94582
851	540809	93943
852	541423	93305
853	542038	92667
854	542657	92029
855	543266	91390
856	543877	90752
857	544490	90113
858	545099	89475
859	545712	88836
860	546325	88198
861	546937	87560
862	547555	86923
863	548188	86288
864	548802	85651
865	549415	85013
866	550028	84375
867	550652	83739
868	551270	83102
869	551887	82465
870	552519	81831
871	553131	81193
872	553738	80555
873	554360	79919
874	554969	79281
875	555601	78646
876	556209	78008
877	556851	77375
878	557454	76737
879	558058	76098
880	558669	75461
881	559283	74824
882	559888	74186
883	560498	73549
884	561113	72913
885	561731	72276
886	562341	71639
887	562953	71003
888	563565	70366
889	564182	69730
890	564791	69093
891	565411	68457
892	566020	67821
893	566625	67183
894	567260	66550
895	567869	65913
896	568474	65276
897	569098	64641
898	569720	64006
899	570333	63370
900	570959	62735
901	571617	62104
902	572243	61470
903	572879	60836
904	573551	60207
905	574191	59573
906	574805	58938
907	575417	58302
908	576032	57666
909	576643	57030
910	577250	56394
911	577880	55760
912	578488	55124
913	579115	54490
914	579736	53855
915	580370	53221
916	580993	52587
917	581605	51951
918	582221	51316
919	582858	50683
920	583463	50047
921	584075	49412
922	584690	48776
923	585306	48142
924	585920	47507
925	586542	46872
926	587186	46240
927	587795	45604
928	588406	44969
929	589028	44335
930	589658	43701
931	590284	43067
932	590900	42433
933	591507	41798
934	592125	41163
935	592737	40529
936	593355	39894
937	593971	39260
938	594593	38626
939	595214	37992
940	595834	37358
941	596457	36724
942	597068	36090
943	597681	35455
944	598292	34821
945	598905	34187
946	599537	33553
947	600151	32919
948	600762	32285
949	601387	31651
950	601996	31017
951	602604	30383
952	603230	29750
953	603856	29116
954	604499	28484
955	605112	27850
956	605734	27216
957	606348	26583
958	606965	25949
959	607576	25315
960	608194	24682
961	608805	24048
962	609417	23414
963	610037	22781
964	610654	22148
965	611263	21514
966	611869	20880
967	612491	20247
968	613104	19614
969	613712	18980
970	614340	18347
971	614952	17714
972	615569	17081
973	616199	16448
974	616815	15815
975	617420	15182
976	618027	14549
977	618650	13916
978	619265	13283
979	619873	12650
980	620500	12017
981	621113	11384
982	621729	10752
983	622355	10119
984	622971	9486
985	623582	8854
986	624197	8221
987	624816	7588
988	625425	6956
989	626042	6323
990	626655	5691
991	627270	5058
992	627886	4426
993	628489	3793
994	629117	3161
995	629736	2529
996	630360	1896
997	630982	1264
998	631600	632
999	632213	0
